iter	Logloss
187	0.2908681528
188	0.29073513
189	0.2906597232
190	0.2905751214
191	0.2905009929
192	0.2903877499
193	0.2902932991
194	0.290218118
195	0.2901662686
196	0.2901052799
197	0.2900387257
198	0.289945443
199	0.2898869182
200	0.2897954086
201	0.2897305657
202	0.2896511719
203	0.2895123317
204	0.289448971
205	0.2893798429
206	0.2893099622
207	0.2892199023
208	0.2891410544
209	0.2890336019
210	0.2889847978
211	0.2888554222
212	0.288804714
213	0.2887246158
214	0.2886456762
215	0.2885635706
216	0.2884994342
217	0.2884203339
218	0.2883574018
219	0.2882778675
220	0.2882307971
221	0.2881801018
222	0.2880743812
223	0.2879976642
224	0.2879482828
225	0.2878632255
226	0.2877391419
227	0.2876817637
228	0.2875689297
229	0.2874281146
230	0.2873449719
231	0.2872679035
232	0.287196438
233	0.2871112486
234	0.2870124805
235	0.2869564236
236	0.2869050473
237	0.2868082319
238	0.286620471
239	0.2864919544
240	0.286430149
241	0.2863438202
242	0.2862835343
243	0.2861994048
244	0.2861482826
245	0.286083139
246	0.2859986831
247	0.2859143822
248	0.2858777913
249	0.2857907281
250	0.2856918546
251	0.2856316797
252	0.2855659164
253	0.2855100803
254	0.2854562703
255	0.2853654316
256	0.2852984839
257	0.2852311901
258	0.2851428995
259	0.2850290739
260	0.284954218
261	0.2848889708
262	0.2848118013
263	0.2847109835
264	0.2846595063
265	0.2846257593
266	0.2845628853
267	0.2844767079
268	0.2844103335
269	0.2843670968
270	0.2843216126
271	0.2842483646
272	0.2841804053
273	0.284110269
274	0.2840366402
275	0.2839680414
276	0.2839010084
277	0.2838406271
278	0.2837907924
279	0.2837430601
280	0.2836757571
281	0.2836146131
282	0.2835345096
283	0.2834759836
284	0.2833267151
285	0.2832341835
286	0.2831738374
287	0.2830838519
288	0.2830388793
289	0.2829664918
290	0.2829342441
291	0.2828574233
292	0.2828048137
293	0.2827479407
294	0.2826894834
295	0.2825872693
296	0.282495275
297	0.2824005931
298	0.2823198306
299	0.282281719
300	0.282213143
301	0.2821656833
302	0.282094692
303	0.2820430828
304	0.281954083
305	0.2818809466
306	0.2817520696
307	0.2817133776
308	0.2816709152
309	0.2816332653
310	0.2815959734
311	0.2814957341
312	0.2814141085
313	0.2813725862
314	0.2813297287
315	0.2812521559
316	0.2811977759
317	0.2810762187
318	0.2810361945
319	0.2809975645
320	0.2809426101
321	0.2808925775
322	0.2808091453
323	0.2807653346
324	0.2806968504
325	0.2806479458
326	0.2805719412
327	0.2805062953
328	0.2804422497
329	0.2803801026
330	0.2803367882
331	0.2802576664
332	0.2801801217
333	0.2801232196
334	0.2800781644
335	0.2800319836
336	0.2799676877
337	0.2799260445
338	0.2798478464
339	0.2797234161
340	0.2796551529
341	0.2796208832
342	0.2795493202
343	0.2794881607
344	0.2794638697
345	0.2794184336
346	0.2793537527
347	0.2792638634
348	0.2792184774
349	0.2791752853
350	0.2791252938
351	0.2790804867
352	0.279020712
353	0.2789560322
354	0.27887394
355	0.2788282895
356	0.278753005
357	0.2786745191
358	0.2786059013
359	0.2785406799
360	0.278500361
361	0.2784593571
362	0.2784100208
363	0.2783712629
364	0.2783175606
365	0.2782267669
366	0.2781809195
367	0.2781265624
368	0.2780616667
369	0.2780189896
370	0.2779586143
371	0.2779072467
372	0.277873152
373	0.2778357471
374	0.2777887237
375	0.2776908631
376	0.2776252506
377	0.2775182678
378	0.2774753412
379	0.2774574831
380	0.2773928859
381	0.2773440171
382	0.2772775459
383	0.2772103255
384	0.2771605463
385	0.2771254041
386	0.2770821156
387	0.2770310564
388	0.2769868761
389	0.276938666
390	0.2768852596
391	0.2768302387
392	0.2767727043
393	0.2767125616
394	0.2766234425
395	0.2765653005
396	0.2765397057
397	0.2764875936
398	0.2764456858
399	0.2763847968
400	0.2763148276
401	0.2762664868
402	0.2762106628
403	0.2761642523
404	0.2761312969
405	0.2760859158
406	0.2759901899
407	0.2759421684
408	0.2759115671
409	0.2758455162
410	0.2757982392
411	0.2757221909
412	0.2756894071
413	0.2756462423
414	0.2756056349
415	0.2755543585
416	0.2755108123
417	0.275412154
418	0.2753573014
419	0.275294407
420	0.2752520996
421	0.2751992235
422	0.2751315822
423	0.2750669032
424	0.2749907421
425	0.2749478602
426	0.2748944704
427	0.2748536499
428	0.2748260724
429	0.2747907306
430	0.2747413145
431	0.2746965745
432	0.274656688
433	0.2745863015
434	0.2745170325
435	0.2744441036
436	0.2743830824
437	0.2743418301
438	0.2742978815
439	0.274242662
440	0.2742014327
441	0.2741272546
442	0.2740810387
443	0.2739758867
444	0.2739395472
445	0.2738858031
446	0.2738102238
447	0.2737646256
448	0.2736680699
449	0.2735970197
450	0.2735714671
451	0.2735268466
452	0.2734905782
453	0.2734313772
454	0.2733775812
455	0.2733410612
456	0.2733034025
457	0.2732738864
458	0.2732328399
459	0.2731732526
460	0.2731096353
461	0.2730331967
462	0.2729905041
463	0.2729637297
464	0.2729285894
465	0.2728705886
466	0.2728271224
467	0.2727334656
468	0.2726921014
469	0.2726545839
470	0.2726105179
471	0.2725389471
472	0.2724748907
473	0.272427431
474	0.2723776392
475	0.272328882
476	0.2722991058
477	0.2722525865
478	0.2722087034
479	0.2721465285
480	0.2721034689
481	0.272069591
482	0.2720353763
483	0.2719998642
484	0.2719531457
485	0.2719196505
486	0.2718193901
487	0.2717711064
488	0.27173318
489	0.2716700861
490	0.2716329136
491	0.2715931143
492	0.271519556
493	0.271433316
494	0.2713810166
495	0.2713293085
496	0.2712579416
497	0.2711798601
498	0.271122351
499	0.2710933675
500	0.2710304304
501	0.2709977323
502	0.270935606
503	0.2708960666
504	0.2708501057
505	0.2707891813
506	0.2707505831
507	0.2707042031
508	0.2706176677
509	0.2705704958
510	0.2705251429
511	0.2704777399
512	0.2704346226
513	0.2703930818
514	0.2703598037
515	0.2703291005
516	0.2702938256
517	0.2702593182
518	0.2701311576
519	0.2700934325
520	0.270052348
521	0.2699516455
522	0.2698847112
523	0.2698281074
524	0.2697704346
525	0.269733251
526	0.2696791441
527	0.2696169408
528	0.2695552807
529	0.2695035378
530	0.2694625393
531	0.2694269285
532	0.2693607244
533	0.2693092817
534	0.2692381266
535	0.2692082441
536	0.2691633944
537	0.2691249144
538	0.2690810822
539	0.2690253909
540	0.2690005237
541	0.2689390115
542	0.2688937482
543	0.2688312201
544	0.2687609213
545	0.2687320711
546	0.2687016014
547	0.2686700228
548	0.2686024701
549	0.2685742172
550	0.2685322306
551	0.2684828082
552	0.2684494829
553	0.2684205894
554	0.268381512
555	0.2683199307
556	0.2682819804
557	0.2682453154
558	0.2681917793
559	0.2681485164
560	0.2681109595
561	0.2680840395
562	0.2680442494
563	0.2679948669
564	0.2679436264
565	0.2678837104
566	0.2678290364
567	0.2677981977
568	0.2677664725
569	0.2677238946
570	0.2676849903
571	0.267653578
572	0.2676126924
573	0.2675714046
574	0.2675320013
575	0.2674946842
576	0.2674572347
577	0.2674217555
578	0.267390793
579	0.2673458518
580	0.2673106494
581	0.2672799292
582	0.267214243
583	0.2671548201
584	0.2671167121
585	0.2670601085
586	0.2670179676
587	0.2669965598
588	0.266953106
589	0.2669225028
590	0.2668772731
591	0.266831951
592	0.2667993263
593	0.2667586244
594	0.2667000713
595	0.2666353409
596	0.2665996102
597	0.2665330679
598	0.2664835101
599	0.2664332234
600	0.2663899788
601	0.2663455094
602	0.2663170947
603	0.26628519
604	0.266257623
605	0.2662126084
606	0.2661369101
607	0.2661050177
608	0.2660616945
609	0.2660257868
610	0.2659990637
611	0.2659779593
612	0.2659331973
613	0.2658831744
614	0.2658307732
615	0.2657890222
616	0.2657603279
617	0.2657169869
618	0.265673411
619	0.2656434398
620	0.2656032048
621	0.2655252774
622	0.2654631627
623	0.2654266776
624	0.2653852682
625	0.2653340278
626	0.2652814239
627	0.2652554908
628	0.2652154991
629	0.2651893622
630	0.2651637816
631	0.2651125377
632	0.2650728641
633	0.2650242694
634	0.2649887119
635	0.2649429332
636	0.2648952607
637	0.2648585211
638	0.2648266587
639	0.2647944004
640	0.2647542031
641	0.2647141219
642	0.2646798492
643	0.2646499834
644	0.264621091
645	0.264566937
646	0.2645207087
647	0.2645000911
648	0.2644666101
649	0.2644291775
650	0.2643861638
651	0.2643230881
652	0.2642911944
653	0.2642493995
654	0.2642038592
655	0.2641629591
656	0.2641403233
657	0.2640729246
658	0.2640016572
659	0.2639734576
660	0.2639372429
661	0.2639071248
662	0.2638551479
663	0.2638067248
664	0.2637627785
665	0.2637332184
666	0.2637074625
667	0.263674454
668	0.2636275677
669	0.2635930193
670	0.2635620715
671	0.2635343847
672	0.263458472
673	0.2634228216
674	0.2633644103
675	0.2633203716
676	0.2632809013
677	0.2632489687
678	0.2632095884
679	0.2631437891
680	0.2630963843
681	0.2630447032
682	0.2630052293
683	0.262989888
684	0.2629164933
685	0.2628814952
686	0.2628332121
687	0.26278515
688	0.2627493851
689	0.262716762
690	0.2626910609
691	0.2626555395
692	0.2626247277
693	0.2625779238
694	0.2625420392
695	0.2625138517
696	0.2624756334
697	0.2624519346
698	0.2624003637
699	0.26237532
700	0.2623290512
701	0.2623071369
702	0.2622571847
703	0.2622154705
704	0.2621702021
705	0.2621391775
706	0.2620673597
707	0.2620390347
708	0.2619992033
709	0.2619495595
710	0.2619198811
711	0.2618920513
712	0.2618626092
713	0.261827881
714	0.261779015
715	0.2617407485
716	0.261674331
717	0.2616462804
718	0.2616146015
719	0.2615898033
720	0.2615580886
721	0.2615235331
722	0.2615031745
723	0.2614782724
724	0.2614460025
725	0.2614254764
726	0.2613893952
727	0.2613641059
728	0.2613266425
729	0.2612931432
730	0.2612643073
731	0.2612302586
732	0.2611740949
733	0.2611442049
734	0.2611025034
735	0.2610400237
736	0.261001121
737	0.2609685049
738	0.2609289137
739	0.260882932
740	0.2608066699
741	0.26077282
742	0.2607422133
743	0.2606640899
744	0.2606107829
745	0.2605778584
746	0.2605262038
747	0.2604677739
748	0.2604303131
749	0.2604118965
750	0.2603898891
751	0.2603405169
752	0.2603042593
753	0.2602598365
754	0.2602302125
755	0.2601795738
756	0.2601445884
757	0.2601279981
758	0.2600990763
759	0.2600681105
760	0.2600370517
761	0.2599888042
762	0.2599520795
763	0.2599157912
764	0.2598796518
765	0.2598484895
766	0.2598177678
767	0.259785279
768	0.2597541795
769	0.2597198211
770	0.2596780924
771	0.2596291348
772	0.2596062006
773	0.2595705255
774	0.2595292974
775	0.2594967577
776	0.2594496986
777	0.2594246875
778	0.2593762166
779	0.2593493242
780	0.259319232
781	0.2592939261
782	0.2592356042
783	0.259203114
784	0.2591751316
785	0.2591178588
786	0.2590941796
787	0.2590689033
788	0.259044048
789	0.2589889591
790	0.2589516129
791	0.258918975
792	0.2588920589
793	0.2588672357
794	0.2588447065
795	0.2588080751
796	0.2587832924
797	0.2587501362
798	0.2587171531
799	0.2586606895
800	0.258636755
801	0.2586034743
802	0.2585808494
803	0.2585378348
804	0.2585021347
805	0.2584466676
806	0.2583856382
807	0.2583662164
808	0.2583427492
809	0.258275536
810	0.2582542982
811	0.258228809
812	0.2581674261
813	0.2581318318
814	0.258092513
815	0.258060518
816	0.2580301824
817	0.2580121618
818	0.257955759
819	0.2579202687
820	0.2578816252
821	0.2578441347
822	0.2578133962
823	0.2577755034
824	0.2577292672
825	0.2576906189
826	0.2576659385
827	0.2576358314
828	0.2576014497
829	0.2575520284
830	0.2575037681
831	0.2574579317
832	0.2574103094
833	0.2573843338
834	0.2573286748
835	0.2572904937
836	0.2572513876
837	0.2572049411
838	0.2571749438
839	0.2571158102
840	0.2570627223
841	0.2570177514
842	0.2569903136
843	0.2569467713
844	0.2569208391
845	0.2568805281
846	0.2568341531
847	0.2567993401
848	0.2567718966
849	0.2567178646
850	0.2566875371
851	0.2566537417
852	0.2566253244
853	0.2565798101
854	0.256549951
855	0.2565347665
856	0.2564863942
857	0.2564359297
858	0.2564002429
859	0.2563734143
860	0.2563020852
861	0.2562567513
862	0.2562173055
863	0.2561518453
864	0.2561323311
865	0.2560978407
866	0.2560390934
867	0.2559997827
868	0.255980573
869	0.2559443717
870	0.2559109116
871	0.2558768289
872	0.2558405277
873	0.2558018844
874	0.2557634206
875	0.255735728
876	0.2557007274
877	0.2556669247
878	0.2556382021
879	0.2556119495
880	0.2555826011
881	0.2555447813
882	0.2554863417
883	0.2554478914
884	0.2554210585
885	0.2553904563
886	0.2553496919
887	0.2552963345
888	0.2552775731
889	0.2552575087
890	0.2552220322
891	0.2551907261
892	0.2551485498
893	0.2551125993
894	0.2550727717
895	0.2550273317
896	0.2549813208
897	0.2549450393
898	0.2549214715
899	0.2548776265
900	0.2548197459
901	0.2547811542
902	0.2547678719
903	0.2547450964
904	0.2547138824
905	0.2546894466
906	0.2546618236
907	0.2546362892
908	0.2545839387
909	0.2545552479
910	0.2545202042
911	0.2544888065
912	0.2544491895
913	0.2544107775
914	0.2543759958
915	0.2543430217
916	0.2543204482
917	0.2542858302
918	0.2542477483
919	0.2542093421
920	0.254187767
921	0.2541610544
922	0.2541399597
923	0.2541108148
924	0.2540779628
925	0.2540602743
926	0.253967592
927	0.2539359236
928	0.2539038657
929	0.2538806676
930	0.2538464384
931	0.2538111305
932	0.2537796645
933	0.2537403575
934	0.2536945587
935	0.2536785067
936	0.2536630818
937	0.2536305765
938	0.2536045749
939	0.2535827976
940	0.2535491237
941	0.2535234824
942	0.2535070403
943	0.253481448
944	0.2534341736
945	0.2534086537
946	0.2533805325
947	0.2533509091
948	0.2533154946
949	0.2532951201
950	0.2532619867
951	0.2532336846
952	0.2532129259
953	0.2531929186
954	0.2531470894
955	0.2530902776
956	0.2530562929
957	0.2530358143
958	0.2529918351
959	0.2529635956
960	0.2529377506
961	0.2529168885
962	0.2528964216
963	0.2528715402
964	0.2528399691
965	0.2528179382
966	0.2527586417
967	0.2527258169
968	0.252700004
969	0.2526519962
970	0.2526117783
971	0.2525796674
972	0.2525453006
973	0.2525260242
974	0.2524927996
975	0.2524622482
976	0.2524289521
977	0.2523812412
978	0.2523540762
979	0.2523421958
980	0.2523155032
981	0.2522879342
982	0.25227029
983	0.2522509519
984	0.2522022879
985	0.2521776194
986	0.2521148959
987	0.252087764
988	0.2520637644
989	0.2520322169
990	0.2520040916
991	0.251971296
992	0.2519339659
993	0.2519043069
994	0.2518701292
995	0.2518414192
996	0.2518208037
997	0.2518058021
998	0.2517834594
999	0.251741963
